MstLklSp,SpAbbr,PtlOtrSp,BoL,BoW,BoS,BoC,FlukeP,Blow,Contour,Wake,AfterB,Defecation,MudTrail,OtherDistu,Fluke,Flipper,HeadCalosi,Movement,Certainty2,ClassScore,Location,GCS,Lat,Long,ImageID,ImageFile,ImageDate,Satellite,NumWhale,BoxSize,SpatialRes,BoxID/ImageChip,PointID
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,Probable,6,Auckland,GCS_WGS_1984,-50.507775,166.301595,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B4,Auckland_SRW_WV2_PS_20110827_P4
Eubalaena australis,SRW,None,2,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,Probable,7,Auckland,GCS_WGS_1984,-50.512491,166.265901,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B5,Auckland_SRW_WV2_PS_20110827_P5
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,Possible,5,Auckland,GCS_WGS_1984,-50.512527,166.265739,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B6,Auckland_SRW_WV2_PS_20110827_P6
Eubalaena australis,SRW,None,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Probable,7,Auckland,GCS_WGS_1984,-50.513967,166.283667,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B7,Auckland_SRW_WV2_PS_20110827_P7
Eubalaena australis,SRW,None,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,Probable,6,Auckland,GCS_WGS_1984,-50.522175,166.239099,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B8,Auckland_SRW_WV2_PS_20110827_P8
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,4.5,Auckland,GCS_WGS_1984,-50.523021,166.245489,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B9,Auckland_SRW_WV2_PS_20110827_P9
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.527593,166.247037,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B10,Auckland_SRW_WV2_PS_20110827_P10
Eubalaena australis,SRW,None,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,Probable,6.5,Auckland,GCS_WGS_1984,-50.530509,166.234275,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B11,Auckland_SRW_WV2_PS_20110827_P11
Eubalaena australis,SRW,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,1.5,Auckland,GCS_WGS_1984,-50.531751,166.232187,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B12,Auckland_SRW_WV2_PS_20110827_P12
Eubalaena australis,SRW,None,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,Probable,6.5,Auckland,GCS_WGS_1984,-50.531931,166.222467,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B13,Auckland_SRW_WV2_PS_20110827_P13
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,Possible,5,Auckland,GCS_WGS_1984,-50.533119,166.222899,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B14,Auckland_SRW_WV2_PS_20110827_P14
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Possible,1,Auckland,GCS_WGS_1984,-50.535423,166.336461,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B15,Auckland_SRW_WV2_PS_20110827_P15
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Possible,1,Auckland,GCS_WGS_1984,-50.535963,166.336767,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B16,Auckland_SRW_WV2_PS_20110827_P16
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.536125,166.279509,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B17,Auckland_SRW_WV2_PS_20110827_P17
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Possible,1,Auckland,GCS_WGS_1984,-50.537475,166.338153,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B18,Auckland_SRW_WV2_PS_20110827_P18
Eubalaena australis,SRW,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Possible,0.5,Auckland,GCS_WGS_1984,-50.539761,166.330683,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B19,Auckland_SRW_WV2_PS_20110827_P19
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,Probable,6,Auckland,GCS_WGS_1984,-50.544675,166.298175,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B20,Auckland_SRW_WV2_PS_20110827_P20
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Possible,5,Auckland,GCS_WGS_1984,-50.544747,166.298049,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B21,Auckland_SRW_WV2_PS_20110827_P21
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.547753,166.223187,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B22,Auckland_SRW_WV2_PS_20110827_P22
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,5,Auckland,GCS_WGS_1984,-50.548635,166.220757,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B23,Auckland_SRW_WV2_PS_20110827_P23
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4.5,Auckland,GCS_WGS_1984,-50.552073,166.203135,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B24,Auckland_SRW_WV2_PS_20110827_P24
Eubalaena australis,SRW,None,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4,Auckland,GCS_WGS_1984,-50.552163,166.202091,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B25,Auckland_SRW_WV2_PS_20110827_P25
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,4,Auckland,GCS_WGS_1984,-50.552397,166.202721,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B26,Auckland_SRW_WV2_PS_20110827_P26
Eubalaena australis,SRW,None,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.552487,166.202667,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B27,Auckland_SRW_WV2_PS_20110827_P27
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,Possible,5,Auckland,GCS_WGS_1984,-50.552757,166.203801,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B28,Auckland_SRW_WV2_PS_20110827_P28
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,Possible,4.5,Auckland,GCS_WGS_1984,-50.553099,166.206771,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B29,Auckland_SRW_WV2_PS_20110827_P29
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Possible,5.5,Auckland,GCS_WGS_1984,-50.553513,166.270725,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B30,Auckland_SRW_WV2_PS_20110827_P30
Eubalaena australis,SRW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,Definite,8,Auckland,GCS_WGS_1984,-50.556411,166.184955,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B31,Auckland_SRW_WV2_PS_20110827_P31
Eubalaena australis,SRW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,4,Auckland,GCS_WGS_1984,-50.556483,166.184937,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,2,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B32,Auckland_SRW_WV2_PS_20110827_P32
Eubalaena australis,SRW,None,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Possible,5,Auckland,GCS_WGS_1984,-50.558085,166.186431,103001000D6D1000,11AUG27225915-M2AS/P2AS-052609152020_01_P001,20110827,WV2,1,128x128pixels,0.46m,Auckland_SRW_WV2_PS_20110827_B33,Auckland_SRW_WV2_PS_20110827_P33
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,Definite,7,Ignacio,GCS_WGS_1984,26.77718086,-113.2525054,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B0,Ignacio_GW_WV3_PS_20170220_P0
Eschrichtius robustus,GW,None,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,Probable,5,Ignacio,GCS_WGS_1984,26.77593197,-113.2540855,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B1,Ignacio_GW_WV3_PS_20170220_P1
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,2,1,0,0,Definite,12,Ignacio,GCS_WGS_1984,26.77462129,-113.2500177,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B2,Ignacio_GW_WV3_PS_20170220_P2
Eschrichtius robustus,GW,None,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Probable,5.5,Ignacio,GCS_WGS_1984,26.7745127,-113.2534421,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B3,Ignacio_GW_WV3_PS_20170220_P3
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.76980511,-113.2559551,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B4,Ignacio_GW_WV3_PS_20170220_P4
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.76978385,-113.2559306,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B5,Ignacio_GW_WV3_PS_20170220_P5
Eschrichtius robustus,GW,None,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,5,Ignacio,GCS_WGS_1984,26.76416474,-113.2456132,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B6,Ignacio_GW_WV3_PS_20170220_P6
Eschrichtius robustus,GW,None,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.76359131,-113.2489919,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B7,Ignacio_GW_WV3_PS_20170220_P7
Eschrichtius robustus,GW,None,1,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,Definite,7.5,Ignacio,GCS_WGS_1984,26.76332046,-113.2489987,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B8,Ignacio_GW_WV3_PS_20170220_P8
Eschrichtius robustus,GW,None,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,Possible,4,Ignacio,GCS_WGS_1984,26.76034894,-113.247215,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B9,Ignacio_GW_WV3_PS_20170220_P9
Eschrichtius robustus,GW,None,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,4.5,Ignacio,GCS_WGS_1984,26.75975335,-113.2526682,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B10,Ignacio_GW_WV3_PS_20170220_P10
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.75581615,-113.2584895,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B11,Ignacio_GW_WV3_PS_20170220_P11
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,Definite,10,Ignacio,GCS_WGS_1984,26.75578348,-113.2585009,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B12,Ignacio_GW_WV3_PS_20170220_P12
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.7543666,-113.2638169,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B13,Ignacio_GW_WV3_PS_20170220_P13
Eschrichtius robustus,GW,None,1,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,Definite,7.5,Ignacio,GCS_WGS_1984,26.75434495,-113.2638164,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B14,Ignacio_GW_WV3_PS_20170220_P14
Eschrichtius robustus,GW,None,2,1,2,2,0,0,0,0,0,0,0,2,2,0,0,0,Definite,11.5,Ignacio,GCS_WGS_1984,26.75331754,-113.254218,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B15,Ignacio_GW_WV3_PS_20170220_P15
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,Definite,10,Ignacio,GCS_WGS_1984,26.75319108,-113.2539984,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B16,Ignacio_GW_WV3_PS_20170220_P16
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.75289789,-113.2547284,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B17,Ignacio_GW_WV3_PS_20170220_P17
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,2,1,0,0,0,Definite,10,Ignacio,GCS_WGS_1984,26.82287131,-113.2182229,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B18,Ignacio_GW_WV3_PS_20170220_P18
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,Definite,10,Ignacio,GCS_WGS_1984,26.79754019,-113.2470788,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B19,Ignacio_GW_WV3_PS_20170220_P19
Eschrichtius robustus,GW,None,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,4.5,Ignacio,GCS_WGS_1984,26.82818601,-113.2163226,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B20,Ignacio_GW_WV3_PS_20170220_P20
Eschrichtius robustus,GW,None,2,1,2,2,0,0,0,0,0,0,0,2,1,0,0,0,Definite,9.5,Ignacio,GCS_WGS_1984,26.80057507,-113.2537279,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B21,Ignacio_GW_WV3_PS_20170220_P21
Eschrichtius robustus,GW,None,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,Definite,7.5,Ignacio,GCS_WGS_1984,26.83868359,-113.2001448,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B22,Ignacio_GW_WV3_PS_20170220_P22
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.78242341,-113.2538035,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B23,Ignacio_GW_WV3_PS_20170220_P23
Eschrichtius robustus,GW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,3.5,Ignacio,GCS_WGS_1984,26.80798905,-113.2169796,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B24,Ignacio_GW_WV3_PS_20170220_P24
Eschrichtius robustus,GW,None,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,Probable,5.5,Ignacio,GCS_WGS_1984,26.80446587,-113.2234161,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B25,Ignacio_GW_WV3_PS_20170220_P25
Eschrichtius robustus,GW,None,1,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,Probable,6.5,Ignacio,GCS_WGS_1984,26.8711281,-113.175063,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B26,Ignacio_GW_WV3_PS_20170220_P26
Eschrichtius robustus,GW,None,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,2,Ignacio,GCS_WGS_1984,26.79098626,-113.2512938,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B27,Ignacio_GW_WV3_PS_20170220_P27
Eschrichtius robustus,GW,None,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,Definite,10,Ignacio,GCS_WGS_1984,26.81448358,-113.2275342,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B28,Ignacio_GW_WV3_PS_20170220_P28
Eschrichtius robustus,GW,None,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,3.5,Ignacio,GCS_WGS_1984,26.82430758,-113.2039348,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B29,Ignacio_GW_WV3_PS_20170220_P29
Eschrichtius robustus,GW,None,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,Definite,7,Ignacio,GCS_WGS_1984,26.79803077,-113.2441439,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B30,Ignacio_GW_WV3_PS_20170220_P30
Eschrichtius robustus,GW,None,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,4.5,Ignacio,GCS_WGS_1984,26.83478032,-113.1934659,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B31,Ignacio_GW_WV3_PS_20170220_P31
Eschrichtius robustus,GW,None,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,Definite,9,Ignacio,GCS_WGS_1984,26.79390427,-113.2455349,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B32,Ignacio_GW_WV3_PS_20170220_P32
Eschrichtius robustus,GW,None,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,4.5,Ignacio,GCS_WGS_1984,26.82694995,-113.2171073,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B33,Ignacio_GW_WV3_PS_20170220_P33
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,Definite,14,Ignacio,GCS_WGS_1984,26.80211874,-113.2472294,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B34,Ignacio_GW_WV3_PS_20170220_P34
Eschrichtius robustus,GW,None,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Possible,4,Ignacio,GCS_WGS_1984,26.84553479,-113.1948323,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B35,Ignacio_GW_WV3_PS_20170220_P35
Eschrichtius robustus,GW,None,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,3,Ignacio,GCS_WGS_1984,26.80478702,-113.2435529,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B36,Ignacio_GW_WV3_PS_20170220_P36
Eschrichtius robustus,GW,None,2,2,2,2,0,2,1,0,0,0,0,0,2,0,0,0,Definite,13,Ignacio,GCS_WGS_1984,26.8718223,-113.1749918,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B37,Ignacio_GW_WV3_PS_20170220_P37
Eschrichtius robustus,GW,None,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,Definite,7,Ignacio,GCS_WGS_1984,26.82156198,-113.2202252,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B38,Ignacio_GW_WV3_PS_20170220_P38
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Probable,6,Ignacio,GCS_WGS_1984,26.81038165,-113.2314972,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B39,Ignacio_GW_WV3_PS_20170220_P39
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,Definite,10,Ignacio,GCS_WGS_1984,26.82482459,-113.1985491,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B40,Ignacio_GW_WV3_PS_20170220_P40
Eschrichtius robustus,GW,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Possible,1.5,Ignacio,GCS_WGS_1984,26.79642939,-113.2501945,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B41,Ignacio_GW_WV3_PS_20170220_P41
Eschrichtius robustus,GW,None,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Possible,3,Ignacio,GCS_WGS_1984,26.8281636,-113.2163704,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,2,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B42,Ignacio_GW_WV3_PS_20170220_P42
Eschrichtius robustus,GW,None,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,Definite,10,Ignacio,GCS_WGS_1984,26.80374776,-113.2476236,104001002959ED00,17FEB20182715-P2AS-056170912010_01_P001,20170220,WV3,1,128x128pixels,0.3m,Ignacio_GW_WV3_PS_20170220_B43,Ignacio_GW_WV3_PS_20170220_P43
